"meiosis" "parent" "offspring" "yapp_CO_count"
"8939768_8L48312" "8939768" "8L48312" 17
"8939768_8L48315" "8939768" "8L48315" 20
"8939768_8L48438" "8939768" "8L48438" 20
"8939768_8L48444" "8939768" "8L48444" 13
"8939768_8L48450" "8939768" "8L48450" 24
"8939804_8L64266" "8939804" "8L64266" 12
"8939804_8L89100" "8939804" "8L89100" 11
"8939804_8M71735" "8939804" "8M71735" 21
"8939804_8M72278" "8939804" "8M72278" 14
"8939824_8L48451" "8939824" "8L48451" 15
"8939824_8M72017" "8939824" "8M72017" 23
"8939824_8N06020" "8939824" "8N06020" 20
"8939824_8N06412" "8939824" "8N06412" 26
"8939897_8L19898" "8939897" "8L19898" 13
"8939899_8L52596" "8939899" "8L52596" 30
"8943009_8939192" "8943009" "8939192" 9
"8943009_8939538" "8943009" "8939538" 19
"8943009_8939539" "8943009" "8939539" 16
"8943009_8939542" "8943009" "8939542" 21
"8943009_8939627" "8943009" "8939627" 20
"8943012_8L19922" "8943012" "8L19922" 12
"8943012_8L48469" "8943012" "8L48469" 15
"8943013_8981604" "8943013" "8981604" 18
"8943013_8981607" "8943013" "8981607" 21
"8943023_8939086" "8943023" "8939086" 33
"8943039_8816947" "8943039" "8816947" 22
"8943039_8816953" "8943039" "8816953" 17
"8943039_8939125" "8943039" "8939125" 23
"8943039_8939633" "8943039" "8939633" 15
"8943039_8981015" "8943039" "8981015" 25
"8943039_8981032" "8943039" "8981032" 21
"8943039_8L48478" "8943039" "8L48478" 22
"8943039_8L52418" "8943039" "8L52418" 21
"8943039_8M31432" "8943039" "8M31432" 29
"8943039_8M71596" "8943039" "8M71596" 21
"8943039_8N05018" "8943039" "8N05018" 22
"8943064_8309158" "8943064" "8309158" 19
"8943064_8939622" "8943064" "8939622" 24
"8943064_8L52404" "8943064" "8L52404" 19
"8943066_8939524" "8943066" "8939524" 22
"8943066_8939525" "8943066" "8939525" 22
"8943066_8981601" "8943066" "8981601" 19
"8943066_8981602" "8943066" "8981602" 18
"8943080_8934565" "8943080" "8934565" 10
"8943083_8939519" "8943083" "8939519" 23
"8943083_8939521" "8943083" "8939521" 17
"8943110_8939582" "8943110" "8939582" 17
"8943121_8934363" "8943121" "8934363" 11
"8943121_8934364" "8943121" "8934364" 17
"8943121_8934514" "8943121" "8934514" 22
"8943129_8939555" "8943129" "8939555" 25
"8943129_8981738" "8943129" "8981738" 21
"8943141_8939562" "8943141" "8939562" 16
"8943141_8943458" "8943141" "8943458" 28
"8943141_8943459" "8943141" "8943459" 23
"8943164_8981313" "8943164" "8981313" 1
"8943402_8L52501" "8943402" "8L52501" 12
"8943429_8L19693" "8943429" "8L19693" 14
"8943458_8L48398" "8943458" "8L48398" 13
"8943459_8L30886" "8943459" "8L30886" 13
"8943459_8L30920" "8943459" "8L30920" 17
"8943459_8L30922" "8943459" "8L30922" 17
"8943459_8L52532" "8943459" "8L52532" 13
"8943469_8L30833" "8943469" "8L30833" 20
"8943469_8L30963" "8943469" "8L30963" 15
"8943469_8L52601" "8943469" "8L52601" 22
"8943470_8L52283" "8943470" "8L52283" 25
"8943470_8L52284" "8943470" "8L52284" 17
"8943470_8L64809" "8943470" "8L64809" 19
"8943473_8939419" "8943473" "8939419" 33
"8943473_8L19681" "8943473" "8L19681" 25
"8943473_8L52235" "8943473" "8L52235" 20
"8943473_8L52237" "8943473" "8L52237" 13
"8943473_8L52239" "8943473" "8L52239" 26
"8943473_8L57729" "8943473" "8L57729" 35
"8943473_8M31112" "8943473" "8M31112" 21
"8943485_8309272" "8943485" "8309272" 14
"8943485_8L30300" "8943485" "8L30300" 21
"8943485_8L52202" "8943485" "8L52202" 12
"8943486_8L48318" "8943486" "8L48318" 16
"8943486_8L48452" "8943486" "8L48452" 18
"8943486_8L52504" "8943486" "8L52504" 14
"8943486_8L52954" "8943486" "8L52954" 18
"8943486_8M31476" "8943486" "8M31476" 17
"8943486_8N06792" "8943486" "8N06792" 15
"8943486_8N06963" "8943486" "8N06963" 11
"8943578_8L48427" "8943578" "8L48427" 12
"8943578_8L52614" "8943578" "8L52614" 16
"8943735_8939157" "8943735" "8939157" 18
"8943735_8L19877" "8943735" "8L19877" 16
"8943735_8L89502" "8943735" "8L89502" 24
"8943736_8939392" "8943736" "8939392" 10
"8943752_8981701" "8943752" "8981701" 15
"8943752_8L30886" "8943752" "8L30886" 19
"8943752_8L48399" "8943752" "8L48399" 13
"8943752_8L52532" "8943752" "8L52532" 13
"8943756_8939441" "8943756" "8939441" 7
"8943758_8939422" "8943758" "8939422" 15
"8943801_8309164" "8943801" "8309164" 11
"8943801_8939526" "8943801" "8939526" 16
"8943801_8L19928" "8943801" "8L19928" 25
"8943801_8L19958" "8943801" "8L19958" 22
"8943801_8L30291" "8943801" "8L30291" 13
"8943801_8L30572" "8943801" "8L30572" 18
"8943801_8L48691" "8943801" "8L48691" 19
"8943801_8M31407" "8943801" "8M31407" 23
"8943880_8L19936" "8943880" "8L19936" 23
"8943880_8L52202" "8943880" "8L52202" 18
"8943882_8981290" "8943882" "8981290" 11
"8943892_8939157" "8943892" "8939157" 18
"8943894_8939747" "8943894" "8939747" 30
"8943894_8L30890" "8943894" "8L30890" 18
"8943897_8981009" "8943897" "8981009" 23
"8943897_8981025" "8943897" "8981025" 14
"8943897_8981273" "8943897" "8981273" 18
"8943897_8L30591" "8943897" "8L30591" 26
"8943897_8L52535" "8943897" "8L52535" 13
"8943897_8L89384" "8943897" "8L89384" 16
"8943897_8L89519" "8943897" "8L89519" 17
"8981002_8816495" "8981002" "8816495" 17
"8981005_8L48661" "8981005" "8L48661" 20
"8981005_8L48662" "8981005" "8L48662" 15
"8981005_8L64271" "8981005" "8L64271" 20
"8981005_8L89202" "8981005" "8L89202" 25
"8981007_8309273" "8981007" "8309273" 14
"8981007_8L30893" "8981007" "8L30893" 9
"8981007_8L48313" "8981007" "8L48313" 13
"8981007_8L52303" "8981007" "8L52303" 12
"8981007_8L89514" "8981007" "8L89514" 19
"8981009_8L89516" "8981009" "8L89516" 36
"8981018_8L49957" "8981018" "8L49957" 27
"8981018_8L49958" "8981018" "8L49958" 13
"8981018_8L49959" "8981018" "8L49959" 17
"8981018_8L49960" "8981018" "8L49960" 19
"8981018_8L89880" "8981018" "8L89880" 17
"8981018_8M31433" "8981018" "8M31433" 19
"8981024_8L48452" "8981024" "8L48452" 21
"8981024_8L89754" "8981024" "8L89754" 26
"8981025_8L89641" "8981025" "8L89641" 17
"8981029_8L48611" "8981029" "8L48611" 20
"8981031_8816947" "8981031" "8816947" 26
"8981031_8816953" "8981031" "8816953" 24
"8981031_8L48478" "8981031" "8L48478" 26
"8981031_8L52418" "8981031" "8L52418" 25
"8981031_8M31432" "8981031" "8M31432" 19
"8981033_8816955" "8981033" "8816955" 17
"8981033_8816957" "8981033" "8816957" 18
"8981033_8L19730" "8981033" "8L19730" 20
"8981033_8L48371" "8981033" "8L48371" 22
"8981248_8L48441" "8981248" "8L48441" 17
"8981248_8L89209" "8981248" "8L89209" 16
"8981248_8L89691" "8981248" "8L89691" 11
"8981264_8L19813" "8981264" "8L19813" 21
"8981264_8L48312" "8981264" "8L48312" 17
"8981264_8L48315" "8981264" "8L48315" 18
"8981264_8L48438" "8981264" "8L48438" 23
"8981264_8L48444" "8981264" "8L48444" 23
"8981264_8L48450" "8981264" "8L48450" 20
"8981265_8309185" "8981265" "8309185" 13
"8981265_8309274" "8981265" "8309274" 14
"8981266_8L52305" "8981266" "8L52305" 26
"8981266_8L52504" "8981266" "8L52504" 25
"8981268_8L64903" "8981268" "8L64903" 18
"8981268_8L89508" "8981268" "8L89508" 19
"8981268_8L89538" "8981268" "8L89538" 15
"8981270_8L26591" "8981270" "8L26591" 16
"8981270_8L64981" "8981270" "8L64981" 15
"8981272_8L19979" "8981272" "8L19979" 12
"8981272_8L89616" "8981272" "8L89616" 11
"8981272_8M72608" "8981272" "8M72608" 16
"8981272_8M72609" "8981272" "8M72609" 11
"8981272_8M72969" "8981272" "8M72969" 14
"8981272_8N05460" "8981272" "8N05460" 15
"8981272_8N05467" "8981272" "8N05467" 23
"8981272_8N05705" "8981272" "8N05705" 11
"8981273_8L48583" "8981273" "8L48583" 11
"8981274_8M71089" "8981274" "8M71089" 39
"8981279_8L48443" "8981279" "8L48443" 18
"8981279_8L64134" "8981279" "8L64134" 18
"8981280_8L52428" "8981280" "8L52428" 20
"8981280_8L52955" "8981280" "8L52955" 22
"8981280_8L89388" "8981280" "8L89388" 29
"8981280_8M31511" "8981280" "8M31511" 27
"8981280_8M31875" "8981280" "8M31875" 26
"8981284_8L48365" "8981284" "8L48365" 24
"8981289_8816483" "8981289" "8816483" 22
"8981325_8L52403" "8981325" "8L52403" 7
"8981325_8L52408" "8981325" "8L52408" 19
"8981545_8309184" "8981545" "8309184" 17
"8981545_8M31583" "8981545" "8M31583" 15
"8981545_8M31591" "8981545" "8M31591" 19
"8981602_8L49909" "8981602" "8L49909" 19
"8981602_8M31281" "8981602" "8M31281" 10
"8981707_8L48441" "8981707" "8L48441" 24
"8981711_8L48398" "8981711" "8L48398" 21
"8981711_8L48399" "8981711" "8L48399" 19
"8981722_8L30208" "8981722" "8L30208" 18
"8981722_8L30212" "8981722" "8L30212" 19
"8981722_8L52960" "8981722" "8L52960" 17
"8981722_8L52962" "8981722" "8L52962" 16
"8981723_8981012" "8981723" "8981012" 15
"8981723_8981264" "8981723" "8981264" 15
"8981773_8L89731" "8981773" "8L89731" 24
"8981773_8M31602" "8981773" "8M31602" 14
"8981792_8L52674" "8981792" "8L52674" 18
"8981801_8L48318" "8981801" "8L48318" 21
"8981801_8L52954" "8981801" "8L52954" 22
"8981803_8309155" "8981803" "8309155" 24
"8981803_8981784" "8981803" "8981784" 19
"8981803_8981786" "8981803" "8981786" 32
"8981805_8309190" "8981805" "8309190" 17
"8981805_8668479" "8981805" "8668479" 19
"8981805_8816420" "8981805" "8816420" 11
"8981805_8L19729" "8981805" "8L19729" 17
"8981805_8L30782" "8981805" "8L30782" 17
"8981805_8L48479" "8981805" "8L48479" 17
"8981805_8L52934" "8981805" "8L52934" 13
"8981820_8L89512" "8981820" "8L89512" 21
"8981820_8L89519" "8981820" "8L89519" 18
"8981822_8L48610" "8981822" "8L48610" 1
"8981822_8L57880" "8981822" "8L57880" 15
"8981822_8L89371" "8981822" "8L89371" 23
"8981823_8981027" "8981823" "8981027" 19
"8981823_8L19919" "8981823" "8L19919" 16
"8981823_8L49910" "8981823" "8L49910" 14
"8981832_8L64856" "8981832" "8L64856" 7
"8981850_8118424" "8981850" "8118424" 14
"8981850_8118425" "8981850" "8118425" 17
"8981850_8118430" "8981850" "8118430" 18
"8981850_8816921" "8981850" "8816921" 13
"8981850_8981792" "8981850" "8981792" 18
"8981850_8L26581" "8981850" "8L26581" 21
"8981850_8L89334" "8981850" "8L89334" 19
"8981850_8L89471" "8981850" "8L89471" 14
"8981850_8L89645" "8981850" "8L89645" 14
"8981861_8816930" "8981861" "8816930" 24
"8981861_8816940" "8981861" "8816940" 16
"8981861_8L52424" "8981861" "8L52424" 17
"8981861_8L89725" "8981861" "8L89725" 27
"8981861_8L89728" "8981861" "8L89728" 16
"8981864_8L19917" "8981864" "8L19917" 15
"8981864_8L48408" "8981864" "8L48408" 19
"8981864_8L48430" "8981864" "8L48430" 14
"8981864_8L48432" "8981864" "8L48432" 11
"8981923_8L30380" "8981923" "8L30380" 14
"8981945_8L48428" "8981945" "8L48428" 21
"8981945_8L64814" "8981945" "8L64814" 20
"8981945_8L89915" "8981945" "8L89915" 14
"8981955_8L19539" "8981955" "8L19539" 22
"8981955_8L19540" "8981955" "8L19540" 26
"8981955_8L64327" "8981955" "8L64327" 14
"8981960_8L30828" "8981960" "8L30828" 16
"8981960_8L48427" "8981960" "8L48427" 13
"8981965_8981962" "8981965" "8981962" 12
"8981965_8L30917" "8981965" "8L30917" 14
"8981965_8L30919" "8981965" "8L30919" 11
"8981965_8L52253" "8981965" "8L52253" 15
"8981965_8L52254" "8981965" "8L52254" 18
"8981965_8M31733" "8981965" "8M31733" 13
"8981970_8L52253" "8981970" "8L52253" 16
"8981970_8L52254" "8981970" "8L52254" 20
"8981970_8M31733" "8981970" "8M31733" 10
"8L19569_8M71775" "8L19569" "8M71775" 18
"8L19569_8M72004" "8L19569" "8M72004" 14
"8L19595_8M72227" "8L19595" "8M72227" 17
"8L19595_8N06020" "8L19595" "8N06020" 21
"8L19595_8N06412" "8L19595" "8N06412" 20
"8L19633_8L64148" "8L19633" "8L64148" 18
"8L19633_8L64149" "8L19633" "8L64149" 14
"8L19633_8M31197" "8L19633" "8M31197" 28
"8L19633_8M71662" "8L19633" "8M71662" 20
"8L19633_8M72030" "8L19633" "8M72030" 21
"8L19633_8M72031" "8L19633" "8M72031" 17
"8L19633_8M72291" "8L19633" "8M72291" 22
"8L19633_8M72292" "8L19633" "8M72292" 19
"8L19633_8M72293" "8L19633" "8M72293" 15
"8L19633_8M72294" "8L19633" "8M72294" 23
"8L19633_8M72295" "8L19633" "8M72295" 21
"8L19633_8N06132" "8L19633" "8N06132" 24
"8L19661_8L64814" "8L19661" "8L64814" 19
"8L19661_8M72037" "8L19661" "8M72037" 22
"8L19661_8M72038" "8L19661" "8M72038" 20
"8L19661_8M72135" "8L19661" "8M72135" 23
"8L19688_8L57923" "8L19688" "8L57923" 15
"8L19688_8M72062" "8L19688" "8M72062" 15
"8L19688_8M72189" "8L19688" "8M72189" 20
"8L19688_8M72325" "8L19688" "8M72325" 19
"8L19688_8N06268" "8L19688" "8N06268" 13
"8L19689_8M72002" "8L19689" "8M72002" 12
"8L19693_8L64158" "8L19693" "8L64158" 18
"8L19693_8M31126" "8L19693" "8M31126" 25
"8L19693_8N72448" "8L19693" "8N72448" 20
"8L19722_8L89418" "8L19722" "8L89418" 23
"8L19728_8L89254" "8L19728" "8L89254" 25
"8L19728_8L89256" "8L19728" "8L89256" 19
"8L19728_8M71283" "8L19728" "8M71283" 18
"8L19728_8N05063" "8L19728" "8N05063" 20
"8L19813_8L49938" "8L19813" "8L49938" 14
"8L19813_8L89634" "8L19813" "8L89634" 11
"8L19813_8L89637" "8L19813" "8L89637" 17
"8L19813_8L89797" "8L19813" "8L89797" 22
"8L19825_8816954" "8L19825" "8816954" 19
"8L19825_8L64202" "8L19825" "8L64202" 20
"8L19825_8L64294" "8L19825" "8L64294" 24
"8L19830_8L89509" "8L19830" "8L89509" 9
"8L19835_8M71208" "8L19835" "8M71208" 22
"8L19835_8N05702" "8L19835" "8N05702" 17
"8L19835_8N72664" "8L19835" "8N72664" 12
"8L19839_8L89538" "8L19839" "8L89538" 18
"8L19862_8M71294" "8L19862" "8M71294" 18
"8L19862_8M72797" "8L19862" "8M72797" 19
"8L19862_8N05713" "8L19862" "8N05713" 14
"8L19877_8M31398" "8L19877" "8M31398" 14
"8L19877_8M71411" "8L19877" "8M71411" 13
"8L19912_8309278" "8L19912" "8309278" 23
"8L19912_8M31924" "8L19912" "8M31924" 17
"8L19912_8M71063" "8L19912" "8M71063" 14
"8L19917_8L19974" "8L19917" "8L19974" 20
"8L19919_8309291" "8L19919" "8309291" 15
"8L19922_8M72996" "8L19922" "8M72996" 14
"8L19931_8L64286" "8L19931" "8L64286" 29
"8L19934_8M31929" "8L19934" "8M31929" 15
"8L19934_8M71097" "8L19934" "8M71097" 19
"8L19936_8L89836" "8L19936" "8L89836" 19
"8L19936_8M31290" "8L19936" "8M31290" 24
"8L19936_8M31452" "8L19936" "8M31452" 22
"8L19936_8M31869" "8L19936" "8M31869" 16
"8L19936_8M71064" "8L19936" "8M71064" 14
"8L19936_8M72777" "8L19936" "8M72777" 11
"8L19936_8N06527" "8L19936" "8N06527" 21
"8L19936_8N06783" "8L19936" "8N06783" 16
"8L19936_8N72655" "8L19936" "8N72655" 13
"8L19961_8L89460" "8L19961" "8L89460" 20
"8L19961_8L89642" "8L19961" "8L89642" 12
"8L19961_8L89750" "8L19961" "8L89750" 15
"8L19961_8M31637" "8L19961" "8M31637" 18
"8L19961_8M72786" "8L19961" "8M72786" 21
"8L19974_8M71819" "8L19974" "8M71819" 13
"8L19974_8M71864" "8L19974" "8M71864" 15
"8L19974_8N06360" "8L19974" "8N06360" 14
"8L19980_8L89509" "8L19980" "8L89509" 23
"8L19980_8L89517" "8L19980" "8L89517" 29
"8L19986_8M71291" "8L19986" "8M71291" 13
"8L19986_8M71298" "8L19986" "8M71298" 18
"8L19986_8M71305" "8L19986" "8M71305" 10
"8L19986_8M71306" "8L19986" "8M71306" 15
"8L19986_8M72764" "8L19986" "8M72764" 15
"8L19986_8M72766" "8L19986" "8M72766" 15
"8L19988_8L89441" "8L19988" "8L89441" 18
"8L19991_8N72777" "8L19991" "8N72777" 16
"8L19992_8M71247" "8L19992" "8M71247" 15
"8L19992_8M71250" "8L19992" "8M71250" 15
"8L19992_8M72851" "8L19992" "8M72851" 20
"8L19992_8M72853" "8L19992" "8M72853" 26
"8L19992_8M72855" "8L19992" "8M72855" 15
"8L19995_8M72653" "8L19995" "8M72653" 16
"8L19995_8M72654" "8L19995" "8M72654" 27
"8L19995_8M72656" "8L19995" "8M72656" 21
"8L19995_8M72887" "8L19995" "8M72887" 19
"8L26528_8M71290" "8L26528" "8M71290" 20
"8L26528_8M71296" "8L26528" "8M71296" 21
"8L26528_8M71299" "8L26528" "8M71299" 25
"8L26528_8M71301" "8L26528" "8M71301" 15
"8L26528_8N05086" "8L26528" "8N05086" 25
"8L26538_8L89750" "8L26538" "8L89750" 19
"8L26538_8M31637" "8L26538" "8M31637" 9
"8L26538_8M72786" "8L26538" "8M72786" 12
"8L26538_8N05840" "8L26538" "8N05840" 14
"8L26538_8N06776" "8L26538" "8N06776" 16
"8L26538_8N73031" "8L26538" "8N73031" 12
"8L26576_8M31716" "8L26576" "8M31716" 23
"8L26576_8N05444" "8L26576" "8N05444" 32
"8L26578_8M31542" "8L26578" "8M31542" 19
"8L26578_8M31546" "8L26578" "8M31546" 37
"8L26578_8M31547" "8L26578" "8M31547" 23
"8L26578_8M71292" "8L26578" "8M71292" 23
"8L26578_8M72610" "8L26578" "8M72610" 24
"8L26578_8N05436" "8L26578" "8N05436" 29
"8L26579_8M31320" "8L26579" "8M31320" 22
"8L26579_8M31568" "8L26579" "8M31568" 32
"8L26579_8M71086" "8L26579" "8M71086" 17
"8L26579_8M72719" "8L26579" "8M72719" 25
"8L26579_8N06330" "8L26579" "8N06330" 25
"8L26579_8N72374" "8L26579" "8N72374" 25
"8L26586_8L89537" "8L26586" "8L89537" 35
"8L26586_8M31453" "8L26586" "8M31453" 23
"8L26586_8M71097" "8L26586" "8M71097" 21
"8L26586_8M72933" "8L26586" "8M72933" 25
"8L26591_8M72722" "8L26591" "8M72722" 14
"8L26591_8M72725" "8L26591" "8M72725" 22
"8L26597_8L64206" "8L26597" "8L64206" 14
"8L26597_8M31554" "8L26597" "8M31554" 20
"8L30001_8L64922" "8L30001" "8L64922" 24
"8L30001_8L89299" "8L30001" "8L89299" 22
"8L30260_8L30890" "8L30260" "8L30890" 12
"8L30298_8L64278" "8L30298" "8L64278" 13
"8L30298_8L64280" "8L30298" "8L64280" 16
"8L30298_8L64283" "8L30298" "8L64283" 15
"8L30298_8M71268" "8L30298" "8M71268" 15
"8L30340_8L52597" "8L30340" "8L52597" 30
"8L30340_8L52959" "8L30340" "8L52959" 16
"8L30388_8M72015" "8L30388" "8M72015" 25
"8L30446_8816944" "8L30446" "8816944" 16
"8L30446_8L52416" "8L30446" "8L52416" 15
"8L30446_8L52419" "8L30446" "8L52419" 14
"8L30446_8L89725" "8L30446" "8L89725" 12
"8L30446_8L89728" "8L30446" "8L89728" 18
"8L30446_8M72716" "8L30446" "8M72716" 15
"8L30500_8L19693" "8L30500" "8L19693" 12
"8L30500_8L26521" "8L30500" "8L26521" 16
"8L30500_8L48540" "8L30500" "8L48540" 19
"8L30500_8L64175" "8L30500" "8L64175" 15
"8L30500_8M72268" "8L30500" "8M72268" 15
"8L30500_8M72271" "8L30500" "8M72271" 14
"8L30500_8M72293" "8L30500" "8M72293" 15
"8L30500_8M72294" "8L30500" "8M72294" 14
"8L30591_8L52596" "8L30591" "8L52596" 15
"8L30596_8816936" "8L30596" "8816936" 19
"8L30596_8L52416" "8L30596" "8L52416" 20
"8L30596_8L52419" "8L30596" "8L52419" 21
"8L30596_8L89259" "8L30596" "8L89259" 18
"8L30596_8L89713" "8L30596" "8L89713" 20
"8L30596_8M31278" "8L30596" "8M31278" 17
"8L30596_8M31602" "8L30596" "8M31602" 17
"8L30598_8309278" "8L30598" "8309278" 17
"8L30598_8M31924" "8L30598" "8M31924" 17
"8L30761_8L19928" "8L30761" "8L19928" 16
"8L30761_8L19958" "8L30761" "8L19958" 26
"8L30761_8M31407" "8L30761" "8M31407" 17
"8L30780_8668482" "8L30780" "8668482" 9
"8L30780_8668484" "8L30780" "8668484" 7
"8L30780_8L89254" "8L30780" "8L89254" 15
"8L30780_8L89256" "8L30780" "8L89256" 10
"8L30780_8L89626" "8L30780" "8L89626" 15
"8L30780_8L89712" "8L30780" "8L89712" 15
"8L30780_8M31352" "8L30780" "8M31352" 15
"8L30780_8M72982" "8L30780" "8M72982" 11
"8L30780_8N05012" "8L30780" "8N05012" 16
"8L30780_8N05013" "8L30780" "8N05013" 16
"8L30780_8N06559" "8L30780" "8N06559" 12
"8L30780_8N06567" "8L30780" "8N06567" 10
"8L30782_8118432" "8L30782" "8118432" 19
"8L30782_8118433" "8L30782" "8118433" 24
"8L30782_8L64915" "8L30782" "8L64915" 21
"8L30782_8L89613" "8L30782" "8L89613" 22
"8L30782_8L89615" "8L30782" "8L89615" 20
"8L30782_8M72739" "8L30782" "8M72739" 13
"8L30783_8L64933" "8L30783" "8L64933" 12
"8L30783_8M31344" "8L30783" "8M31344" 17
"8L30783_8M72934" "8L30783" "8M72934" 21
"8L30819_8L64156" "8L30819" "8L64156" 18
"8L30819_8L64157" "8L30819" "8L64157" 16
"8L30819_8L89929" "8L30819" "8L89929" 14
"8L30819_8M71700" "8L30819" "8M71700" 18
"8L30819_8M72190" "8L30819" "8M72190" 19
"8L30819_8M72327" "8L30819" "8M72327" 9
"8L30829_8M71674" "8L30829" "8M71674" 32
"8L30829_8M72007" "8L30829" "8M72007" 20
"8L30829_8N06414" "8L30829" "8N06414" 21
"8L30833_8L19637" "8L30833" "8L19637" 11
"8L30878_8816467" "8L30878" "8816467" 20
"8L30878_8L49969" "8L30878" "8L49969" 11
"8L30882_8309191" "8L30882" "8309191" 15
"8L30882_8L19988" "8L30882" "8L19988" 11
"8L30882_8L89391" "8L30882" "8L89391" 13
"8L30882_8M31286" "8L30882" "8M31286" 11
"8L30890_8L19934" "8L30890" "8L19934" 16
"8L30890_8L19978" "8L30890" "8L19978" 11
"8L30890_8L19980" "8L30890" "8L19980" 22
"8L30890_8L26587" "8L30890" "8L26587" 17
"8L30920_8L19991" "8L30920" "8L19991" 17
"8L30920_8L19992" "8L30920" "8L19992" 13
"8L30920_8L19995" "8L30920" "8L19995" 27
"8L30920_8M31535" "8L30920" "8M31535" 16
"8L30920_8M31536" "8L30920" "8M31536" 14
"8L30920_8M72891" "8L30920" "8M72891" 17
"8L30920_8M72892" "8L30920" "8M72892" 14
"8L30920_8M72893" "8L30920" "8M72893" 19
"8L30920_8N06305" "8L30920" "8N06305" 13
"8L30920_8N06306" "8L30920" "8N06306" 14
"8L30947_8L19688" "8L30947" "8L19688" 16
"8L30947_8L19689" "8L30947" "8L19689" 16
"8L30947_8L48542" "8L30947" "8L48542" 21
"8L30947_8L57757" "8L30947" "8L57757" 17
"8L30958_8L30851" "8L30958" "8L30851" 13
"8L30958_8M72128" "8L30958" "8M72128" 15
"8L30959_8L48435" "8L30959" "8L48435" 20
"8L30959_8M31109" "8L30959" "8M31109" 21
"8L30959_8M72186" "8L30959" "8M72186" 22
"8L30962_8L19917" "8L30962" "8L19917" 15
"8L30962_8L48404" "8L30962" "8L48404" 23
"8L30962_8L48408" "8L30962" "8L48408" 17
"8L30962_8L48430" "8L30962" "8L48430" 23
"8L48311_8L64272" "8L48311" "8L64272" 14
"8L48311_8L89274" "8L48311" "8L89274" 12
"8L48311_8L89276" "8L48311" "8L89276" 27
"8L48311_8L89635" "8L48311" "8L89635" 21
"8L48311_8M31356" "8L48311" "8M31356" 14
"8L48311_8M71205" "8L48311" "8M71205" 20
"8L48311_8M72602" "8L48311" "8M72602" 16
"8L48313_8L89389" "8L48313" "8L89389" 19
"8L48313_8L89434" "8L48313" "8L89434" 22
"8L48313_8L89436" "8L48313" "8L89436" 16
"8L48313_8M31326" "8L48313" "8M31326" 18
"8L48313_8M31329" "8L48313" "8M31329" 20
"8L48313_8M72908" "8L48313" "8M72908" 12
"8L48315_8L89843" "8L48315" "8L89843" 26
"8L48315_8L89844" "8L48315" "8L89844" 27
"8L48315_8L89845" "8L48315" "8L89845" 18
"8L48315_8M31468" "8L48315" "8M31468" 22
"8L48323_8309143" "8L48323" "8309143" 26
"8L48323_8L64985" "8L48323" "8L64985" 18
"8L48323_8M31314" "8L48323" "8M31314" 29
"8L48323_8N05057" "8L48323" "8N05057" 18
"8L48323_8N06532" "8L48323" "8N06532" 20
"8L48336_8L19839" "8L48336" "8L19839" 21
"8L48336_8L89324" "8L48336" "8L89324" 15
"8L48336_8M31334" "8L48336" "8M31334" 15
"8L48336_8M31484" "8L48336" "8M31484" 18
"8L48336_8M31585" "8L48336" "8M31585" 14
"8L48344_8L19891" "8L48344" "8L19891" 14
"8L48344_8L49912" "8L48344" "8L49912" 18
"8L48344_8L89363" "8L48344" "8L89363" 19
"8L48344_8L89663" "8L48344" "8L89663" 22
"8L48344_8M31532" "8L48344" "8M31532" 15
"8L48344_8M31634" "8L48344" "8M31634" 18
"8L48344_8M71310" "8L48344" "8M71310" 14
"8L48344_8M71531" "8L48344" "8M71531" 16
"8L48344_8N05851" "8L48344" "8N05851" 21
"8L48365_8L89386" "8L48365" "8L89386" 32
"8L48440_8L49974" "8L48440" "8L49974" 15
"8L48443_8L89752" "8L48443" "8L89752" 11
"8L48448_8L64971" "8L48448" "8L64971" 14
"8L48448_8M71256" "8L48448" "8M71256" 15
"8L48450_8L19830" "8L48450" "8L19830" 17
"8L48451_8309175" "8L48451" "8309175" 9
"8L48451_8309251" "8L48451" "8309251" 14
"8L48455_8L89211" "8L48455" "8L89211" 12
"8L48455_8L89411" "8L48455" "8L89411" 9
"8L48457_8816901" "8L48457" "8816901" 19
"8L48457_8L89457" "8L48457" "8L89457" 31
"8L48463_8M31283" "8L48463" "8M31283" 18
"8L48467_8L89460" "8L48467" "8L89460" 19
"8L48473_8L89613" "8L48473" "8L89613" 12
"8L48473_8L89615" "8L48473" "8L89615" 18
"8L48476_8309190" "8L48476" "8309190" 27
"8L48476_8668479" "8L48476" "8668479" 24
"8L48476_8816955" "8L48476" "8816955" 25
"8L48476_8816957" "8L48476" "8816957" 24
"8L48476_8L19728" "8L48476" "8L19728" 24
"8L48476_8L19730" "8L48476" "8L19730" 28
"8L48476_8L64916" "8L48476" "8L64916" 22
"8L48478_8816954" "8L48478" "8816954" 17
"8L48478_8L64202" "8L48478" "8L64202" 13
"8L48478_8L64294" "8L48478" "8L64294" 15
"8L48478_8M72617" "8L48478" "8M72617" 13
"8L48479_8309143" "8L48479" "8309143" 14
"8L48479_8L64985" "8L48479" "8L64985" 16
"8L48479_8M31314" "8L48479" "8M31314" 16
"8L48480_8L19986" "8L48480" "8L19986" 26
"8L48480_8L49963" "8L48480" "8L49963" 37
"8L48501_8L48461" "8L48501" "8L48461" 12
"8L48501_8L64922" "8L48501" "8L64922" 14
"8L48501_8L89298" "8L48501" "8L89298" 12
"8L48501_8L89299" "8L48501" "8L89299" 15
